nom,prenom,age,taille,poids,sexe,sport_licence,niveau_etude,region,nationalité_francaise,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,score_credit,loyer_mensuel,montant_pret
Clark,Kevin,0.5964912280701754,1.3795268114359303,0.38235294117647056,F,oui,bac,Provence-Alpes-Côte d’Azur,oui,0.4014514896867838,célibataire,,0.14,,,0.0
Thompson,Derek,0.29824561403508765,-0.7467822254483188,0.1519607843137255,F,oui,master,Corse,oui,0.6919404125286479,divorcé,,0.79,0.010928961748633781,0.0841942233231524,0.1276963874253428
Orozco,Katrina,0.8947368421052632,0.510602445401502,0.12867647058823534,F,non,master,Auvergne-Rhône-Alpes,non,0.6417112299465241,célibataire,,0.19,0.7358834244080145,,0.0
Durham,Denise,0.14035087719298245,0.8172816334136531,0.3799019607843138,F,non,master,Occitanie,non,0.5949197860962567,veuf,0.8,0.35,,0.5190110867944494,0.0
Cunningham,Melanie,0.10526315789473684,-0.705891667046698,0.30147058823529416,H,non,bac+2,Auvergne-Rhône-Alpes,non,0.6109625668449198,divorcé,0.4,0.59,,,0.0
Hall,Gregory,0.543859649122807,1.185296659028234,0.11764705882352938,H,oui,bac+2,Île-de-France,oui,0.4182582123758594,divorcé,,1.0,0.3770491803278688,1.0,0.23068873552897
Clark,Katherine,0.5087719298245613,0.11191950098570494,0.1875,H,oui,bac+2,Bretagne,oui,0.14171122994652408,divorcé,,0.13,,0.10707775185781968,0.10850518225044549
Pierce,Mary,0.36842105263157887,0.18347797818854195,0.45710784313725494,H,oui,bac+2,Occitanie,non,0.3254392666157372,veuf,,0.98,0.17850637522768664,,0.0
Thomas,Nicholas,0.8245614035087719,1.2261872174298547,0.3566176470588235,H,non,bac,Occitanie,oui,0.3454927425515661,veuf,0.6000000000000001,0.36,,1.0,0.16165876755643482
Mccoy,Matthew,0.9649122807017544,1.6146475222452472,0.7512254901960784,H,non,master,Hauts-de-France,non,0.5551948051948052,célibataire,,0.56,,1.0,0.0
Tran,Todd,0.5614035087719298,0.3163722929938057,0.41666666666666674,F,non,aucun,Normandie,non,0.13693659281894577,célibataire,0.2,0.64,0.46083788706739515,0.5190110867944494,0.0
Perez,Erin,0.33333333333333337,1.2466324966306634,0.573529411764706,F,non,doctorat,Corse,oui,0.290488922841864,célibataire,,0.81,,0.5190110867944494,0.0
Willis,Timothy,0.2807017543859649,0.7968363542128442,0.29289215686274517,F,non,doctorat,Normandie,non,0.7738731856378915,divorcé,0.4,0.84,0.8925318761384334,1.0,0.0
Deleon,Amy,0.631578947368421,0.46971188699988126,0.5845588235294119,F,oui,bac+2,Île-de-France,oui,0.05977845683728038,,,0.99,0.7030965391621128,0.10411005026334144,0.6407983745395758
Bailey,Eric,0.9824561403508772,-1.8201593834908478,0.5355392156862746,F,non,aucun,Hauts-de-France,non,0.6896485867074102,marié,,0.64,0.4663023679417121,1.0,0.0
Caldwell,Jesus,0.8421052631578948,-0.05164273262077509,0.3762254901960784,F,oui,bac,Occitanie,non,0.1367456073338426,veuf,,0.45,,1.0,0.0
Green,Zachary,0.543859649122807,-1.963276337896516,0.4950980392156863,F,oui,master,Corse,oui,0.2534377387318564,,,0.78,,0.14910175320458863,0.1057917423296117
Ray,Michael,0.10526315789473684,0.41859868899785607,0.4424019607843137,H,oui,bac+2,Normandie,oui,0.544690603514133,veuf,1.0,0.12,0.4134790528233151,,0.6787854217129845
Lee,Aaron,0.29824561403508765,-0.18453704742604174,0.6924019607843139,H,oui,master,Provence-Alpes-Côte d’Azur,oui,0.3048128342245989,marié,0.2,0.95,0.010928961748633781,0.12864337077030374,0.2845167557076671
Bradley,Christopher,0.38596491228070173,0.5003798058010975,0.6372549019607844,F,oui,bac,Bretagne,oui,0.5677998472116119,,0.6000000000000001,0.32,0.8032786885245901,1.0,0.5224787029139337
Lopez,Heather,0.7543859649122807,0.6639420394075776,0.4473039215686275,F,oui,doctorat,Bretagne,oui,0.7169595110771582,célibataire,0.8,0.49,0.09471766848816021,1.0,0.6124014274702955
Dougherty,David,0.08771929824561403,0.009693104981654559,0.9424019607843137,H,non,doctorat,Hauts-de-France,oui,0.9106187929717341,marié,,0.0,,,0.707700793279316
Avery,Vickie,0.4385964912280701,-0.8183407026511529,0.8933823529411764,F,oui,master,Normandie,oui,0.5095492742551566,,1.0,0.96,0.0564663023679417,0.5190110867944494,0.5078721100422983
White,Kathy,0.5789473684210525,-1.145465169864113,0.47916666666666663,F,non,bac,Auvergne-Rhône-Alpes,oui,0.4173032849503438,marié,,0.44,0.761384335154827,,0.4083676077730399
Williams,Michael,0.9649122807017544,0.2959270137929968,0.5845588235294119,H,oui,bac,Normandie,oui,0.5089763177998472,divorcé,0.0,0.45,,1.0,0.5061917986404829
Stewart,Amanda,0.05263157894736842,1.236409857030259,0.39950980392156865,F,oui,aucun,Occitanie,oui,0.27731092436974786,célibataire,,0.13,,0.5190110867944494,0.22108569321588778
Lyons,Leonard,0.4736842105263158,-0.39921247903454693,0.642156862745098,F,non,master,Auvergne-Rhône-Alpes,oui,0.30500381970970203,divorcé,0.2,0.43,,1.0,0.21889466033801663
Cooper,Luis,0.6140350877192983,-1.0534614134604698,0.8284313725490198,H,oui,aucun,Auvergne-Rhône-Alpes,oui,0.3854087089381207,,,0.9,,0.5190110867944494,0.2504322206301731
Hancock,Brian,0.14035087719298245,0.2141458969897553,0.6348039215686275,F,non,bac+2,Île-de-France,non,0.4988540870893812,divorcé,,1.0,,0.08202303936894254,0.0
Barker,Erin,0.4736842105263158,-0.8592312610527736,0.4987745098039217,F,oui,bac,Hauts-de-France,non,0.5286478227654698,,,0.37,,0.14103941704143722,0.0
Frank,Jeffrey,0.7894736842105262,-0.8285633422515574,0.4093137254901962,F,non,master,Corse,oui,0.22440794499618028,marié,,0.03,,0.5190110867944494,0.048958218497356
Buck,Joan,0.631578947368421,-0.3378766414321173,0.42156862745098045,H,oui,master,Bretagne,non,0.6355996944232238,divorcé,1.0,0.51,0.13843351548269578,,0.11321740406664185
Sullivan,Luis,0.7017543859649124,-0.24587288502847138,0.29289215686274517,F,non,doctorat,Corse,non,0.47803666921313975,célibataire,0.8,0.87,,1.0,0.0
Johnson,Lauren,0.36842105263157887,0.14258741978692122,0.590686274509804,F,oui,aucun,Hauts-de-France,oui,0.47841864018334607,veuf,0.0,0.63,0.2750455373406192,1.0,0.29378930079862625
Martin,Eugene,0.8596491228070174,2.7493605178902056,0.5686274509803921,H,oui,bac+2,Normandie,oui,0.04640947288006113,,,0.06,0.832422586520947,0.08199225607849739,0.3302551152202124
Ross,Joshua,0.07017543859649122,0.16303269898773012,0.6727941176470589,H,non,bac+2,Corse,oui,0.2079831932773109,,,0.87,0.18579234972677594,0.5190110867944494,0.0
Carter,Stephanie,0.10526315789473684,-2.2699555259086672,0.5808823529411764,H,non,master,Auvergne-Rhône-Alpes,oui,0.7486631016042781,marié,,0.2,,0.5190110867944494,0.7253988783405755
Baker,Allison,0.22807017543859642,-0.29698608303049656,0.47058823529411764,F,non,aucun,Occitanie,non,0.4944614209320091,marié,,0.38,,1.0,0.0
Stevens,Stephanie,0.4035087719298246,2.1564474210667126,0.7598039215686276,F,non,aucun,Bretagne,non,0.46447669977081735,divorcé,,0.96,,,0.0
Gonzalez,Mary,0.7894736842105262,-0.10275593062280028,0.38235294117647056,H,oui,bac+2,Corse,oui,0.2887700534759358,marié,0.8,0.55,0.7413479052823314,1.0,0.07293342118719326
Stephens,Ann,0.05263157894736842,1.2670777758314753,0.6041666666666667,F,non,bac,Corse,oui,0.8747135217723453,marié,1.0,0.01,0.8779599271402551,,0.3374897375888201
Sloan,William,0.4736842105263158,0.5514930038031227,0.5012254901960784,F,non,master,Bretagne,non,0.31436210847975554,veuf,0.2,0.74,0.4881602914389799,0.1304759385296169,0.0
Rodriguez,Dustin,0.33333333333333337,2.452903969478459,0.40318627450980393,F,oui,bac,Auvergne-Rhône-Alpes,oui,0.6334988540870894,marié,,0.01,0.34426229508196715,,0.46045293591281095
Johnson,Dalton,0.8947368421052632,-1.7690461854888226,0.6115196078431373,H,oui,doctorat,Île-de-France,oui,0.13941940412528647,divorcé,0.8,0.17,,0.5190110867944494,0.6117845533720866
Perry,Debra,0.3508771929824561,-1.1352425302637086,0.45710784313725494,F,non,bac+2,Provence-Alpes-Côte d’Azur,non,0.6151642475171887,célibataire,,0.02,,0.09809287895914,0.0
Jones,Brady,0.21052631578947367,-1.0841293322616834,0.2977941176470589,H,non,aucun,Normandie,non,0.9583651642475172,,0.0,0.98,,0.5190110867944494,0.0
Russell,Kelly,0.8771929824561403,1.3386362530343094,0.5490196078431373,H,non,bac+2,Corse,oui,0.44652406417112295,célibataire,0.8,0.22,,0.15056588345638633,0.0
Thompson,Diana,0.5614035087719298,1.5328664054420058,0.957107843137255,H,oui,bac+2,Île-de-France,oui,0.021199388846447675,,,0.36,0.1621129326047358,,0.6017839381524609
Pierce,Heather,0.2807017543859649,-0.6547784690446729,0.47549019607843146,H,oui,doctorat,Auvergne-Rhône-Alpes,non,0.3426279602750191,veuf,,0.44,0.5537340619307832,0.06871119020706573,0.20937234962994775
Washington,Cindy,0.26315789473684215,-0.31743136223130547,0.6090686274509806,F,oui,bac+2,Normandie,non,0.42436974789915966,divorcé,,0.45,0.4408014571948997,0.09430942016786513,0.0
White,Erica,0.15789473684210525,-0.3378766414321173,0.42524509803921573,F,oui,doctorat,Normandie,non,0.5622612681436211,célibataire,0.2,0.46,,,0.0
Lewis,Keith,0.6666666666666666,-0.5218841542394063,0.42647058823529416,H,non,bac,Île-de-France,oui,0.47860962566844917,divorcé,,0.9,,1.0,0.37209329840778516
Wang,Trevor,0.36842105263157887,1.2977456946326886,0.5269607843137256,H,non,bac+2,Bretagne,oui,0.56646294881589,célibataire,,0.96,,,0.5255621159674725
Dodson,Melissa,0.17543859649122806,-1.3908085202738345,0.6568627450980393,F,oui,aucun,Auvergne-Rhône-Alpes,oui,0.38999236058059583,veuf,,0.99,,,0.0025376519645685987
Reynolds,April,0.8421052631578948,1.1955192986286383,0.3174019607843138,H,non,bac,Occitanie,non,0.689266615737204,divorcé,,0.67,,0.10037276640773429,0.0
Baldwin,Cynthia,0.9122807017543858,-0.7467822254483188,0.5968137254901962,H,non,aucun,Normandie,oui,0.5878533231474409,veuf,0.4,0.75,,0.5190110867944494,0.15648529600905317
Acosta,Sarah,0.719298245614035,-1.6054839518823396,0.6262254901960784,H,oui,aucun,Île-de-France,non,0.06951871657754012,veuf,1.0,0.76,0.9617486338797813,0.06404559774897188,0.0
Barnes,Matthew,0.5614035087719298,-0.072088011821584,0.5,H,oui,doctorat,Île-de-France,non,0.4127196333078686,veuf,0.0,0.47,0.6539162112932605,1.0,0.278184729683887
Reynolds,Tiffany,0.017543859649122806,-0.12320120982360919,0.35906862745098045,H,oui,doctorat,Hauts-de-France,oui,0.7360580595874714,,,0.61,0.19307832422586513,0.5190110867944494,0.5626042077309324
Brooks,Brian,0.21052631578947367,-0.9103444590547988,0.3480392156862746,H,non,master,Bretagne,oui,0.47708174178762414,célibataire,,0.67,0.9781420765027321,0.07794232942930665,0.5173673242768267
Arias,Amanda,0.36842105263157887,-1.3499179618722137,0.5098039215686274,H,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,0.006493506493506496,célibataire,0.8,0.87,0.49908925318761377,0.5190110867944494,0.48911391281682914
Brown,Catherine,0.22807017543859642,0.44926660779907235,0.5098039215686274,H,oui,master,Île-de-France,oui,0.0,marié,0.6000000000000001,0.71,,,0.48609353228009633
Avila,Cindy,0.03508771929824561,-0.6956690274462937,0.8137254901960784,H,non,doctorat,Auvergne-Rhône-Alpes,oui,0.2849503437738732,veuf,,0.29,0.3151183970856102,1.0,0.3152959209000881
Reed,Brenda,0.8245614035087719,1.2773004154318799,0.4607843137254902,F,non,doctorat,Hauts-de-France,non,0.4033613445378151,veuf,0.8,0.64,0.4663023679417121,0.12096390178206393,0.0
Fisher,Stephanie,0.7894736842105262,-0.7365595858479115,0.6899509803921569,F,non,master,Corse,non,0.237012987012987,divorcé,0.0,0.34,,0.09417955316129964,0.0
Ingram,Theresa,0.5263157894736842,2.003107827060637,0.4595588235294118,F,non,master,Provence-Alpes-Côte d’Azur,oui,0.18411000763941937,,,0.79,0.6885245901639344,0.06323561241913374,0.5403810770244759
Gomez,Ryan,0.017543859649122806,-0.7672275046491277,0.36764705882352944,F,non,master,Auvergne-Rhône-Alpes,oui,0.6684491978609626,célibataire,,0.18,0.965391621129326,0.5190110867944494,0.7727723443268936
Gay,Angela,0.0,-0.4503256770365721,0.4056372549019608,H,oui,bac,Normandie,non,0.2389228418640183,célibataire,0.4,0.44,,0.5190110867944494,0.0
Krueger,William,0.017543859649122806,-0.10275593062280028,0.4338235294117647,H,non,doctorat,Normandie,oui,0.39362108479755537,célibataire,0.6000000000000001,0.99,0.06375227686703089,1.0,0.48606767296638304
Harris,Jack,0.7894736842105262,0.17325533858813458,0.3345588235294118,F,oui,bac+2,Auvergne-Rhône-Alpes,oui,0.010504201680672273,célibataire,1.0,0.4,0.7941712204007286,,0.4722986538063665
Owens,Nicole,0.2807017543859649,-0.15386912862482546,0.4411764705882354,F,oui,bac,Normandie,non,0.7599312452253629,célibataire,,0.67,0.2859744990892531,1.0,0.0
Weaver,Melissa,0.14035087719298245,-1.4930349162778849,0.375,F,non,aucun,Bretagne,oui,0.6808632543926662,marié,0.4,0.97,0.12568306010928953,1.0,0.10215563721421074
Hughes,Andrew,0.7017543859649124,2.5551303654825093,0.642156862745098,H,oui,master,Provence-Alpes-Côte d’Azur,non,0.023109243697478993,célibataire,0.6000000000000001,0.24,0.9927140255009107,0.12060219811933334,0.051237605785078966
Rose,Heidi,0.543859649122807,0.8275042730140576,0.3112745098039216,F,oui,aucun,Hauts-de-France,oui,0.7618411000763943,célibataire,,0.2,,1.0,0.00014311964517799147
Brown,Elizabeth,0.45614035087719296,-0.28676344343009214,0.28799019607843146,H,non,aucun,Hauts-de-France,oui,0.2511459129106188,veuf,,0.96,0.3806921675774134,1.0,0.0
Roberts,Destiny,0.15789473684210525,1.5430890450424102,0.3357843137254902,F,oui,master,Auvergne-Rhône-Alpes,oui,0.17742551566080977,,,0.33,0.3989071038251366,,0.18296914330419617
Allen,Jeffery,0.08771929824561403,0.745723156210819,0.5612745098039216,F,oui,bac,Occitanie,oui,0.2389228418640183,veuf,,0.59,,0.07675140088020971,0.0012880153571870855
Nelson,Christian,0.543859649122807,-0.5014388750385973,0.43014705882352944,H,non,master,Occitanie,non,0.10924369747899161,célibataire,,0.1,,,0.0
Boone,Judith,0.543859649122807,-0.04142009302037063,0.7745098039215688,F,non,master,Auvergne-Rhône-Alpes,non,0.16787624140565316,,1.0,0.21,0.2222222222222222,1.0,0.0
Mosley,Eric,0.29824561403508765,0.6537193998071731,0.642156862745098,H,non,bac,Bretagne,non,0.538961038961039,divorcé,,0.8,,,0.0
Singh,Sarah,0.6491228070175438,-0.7161143066471025,0.5612745098039216,H,non,bac+2,Normandie,oui,0.20779220779220775,veuf,,0.33,,,0.12373614639315678
Velez,Katelyn,0.5614035087719298,1.3386362530343094,0.47426470588235303,H,non,bac,Normandie,oui,0.5087853323147441,divorcé,0.0,0.05,,0.5190110867944494,0.0
Williams,Amber,0.7894736842105262,0.17325533858813458,0.4362745098039216,H,oui,aucun,Hauts-de-France,non,0.24579831932773105,,,0.2,0.7067395264116575,0.12054063153844305,0.0
White,Jennifer,0.5789473684210525,1.0728476234237792,0.4681372549019609,H,non,master,Provence-Alpes-Côte d’Azur,non,0.6403743315508021,veuf,,0.42,,1.0,0.0
Flores,Richard,0.26315789473684215,0.1937006177889464,0.5674019607843138,H,non,master,Occitanie,oui,0.30328495034377384,,,0.32,,1.0,0.3962598858423087
Torres,Douglas,0.9649122807017544,1.5533116846428145,0.46568627450980404,F,oui,bac+2,Normandie,oui,0.02807486631016043,marié,0.6000000000000001,0.11,0.726775956284153,0.5190110867944494,0.31964532593052447
Miller,Gregory,0.8596491228070174,0.3163722929938057,0.5355392156862746,F,oui,aucun,Corse,oui,0.7274637127578304,divorcé,,0.18,0.9198542805100182,,0.20458791789358227
Adams,Christopher,0.2807017543859649,0.41859868899785607,0.7083333333333335,F,oui,bac+2,Provence-Alpes-Côte d’Azur,non,0.22077922077922074,célibataire,,0.56,,0.14800221254900076,0.0
Brooks,Randy,0.8421052631578948,-0.39921247903454693,0.5637254901960785,F,oui,aucun,Occitanie,oui,0.6799083269671505,veuf,,0.69,0.8542805100182148,0.11337485870950675,0.5246664711836788
Bishop,Linda,0.8947368421052632,0.6946099582087938,0.5649509803921569,H,non,doctorat,Auvergne-Rhône-Alpes,oui,0.4564553093964859,marié,,0.69,,0.09180058199658497,0.3214515203877767
Reid,Kristina,0.03508771929824561,0.6128288414055524,0.4007352941176471,H,non,aucun,Corse,oui,0.3304048892284186,divorcé,0.4,0.55,0.03642987249544627,,0.0
Sharp,Nancy,0.8070175438596491,-0.1947596870264462,0.22549019607843135,F,oui,bac+2,Île-de-France,oui,0.0278838808250573,célibataire,,0.14,,0.13730790505278853,0.16944096779277984
White,Mitchell,0.07017543859649122,0.39815340979704716,0.9583333333333335,F,non,aucun,Corse,oui,0.04640947288006113,divorcé,,0.45,,0.08523796926480845,0.0
Waller,Phyllis,0.7543859649122807,0.837726912614462,0.5061274509803922,F,oui,bac+2,Corse,non,0.40737203972498087,,,0.07,,,0.0
Casey,Jordan,0.6491228070175438,1.9724399082594235,0.5931372549019608,H,oui,doctorat,Hauts-de-France,oui,0.5003819709702063,veuf,0.2,0.76,0.4444444444444444,,0.7194794104194706
Fisher,Judith,0.543859649122807,-0.12320120982360919,0.22426470588235292,H,oui,bac+2,Auvergne-Rhône-Alpes,non,0.7303284950343775,divorcé,0.4,0.93,,,0.0
Bennett,John,0.6842105263157895,-0.6752237482454818,0.4093137254901962,F,non,bac,Provence-Alpes-Côte d’Azur,non,0.0,célibataire,0.6000000000000001,0.81,0.06739526411657559,0.5190110867944494,0.0
Green,David,0.9999999999999999,-0.9819029362576329,0.6850490196078431,F,oui,bac+2,Provence-Alpes-Côte d’Azur,non,0.6157372039724981,célibataire,,0.89,0.3005464480874317,0.11559798946634281,0.0678160964285308
Adkins,Leslie,0.8596491228070174,-1.431699078675455,0.6776960784313726,F,oui,bac+2,Hauts-de-France,oui,0.44690603514132926,veuf,,0.71,,,0.312930568879653
Wilson,William,0.9122807017543858,0.510602445401502,0.29656862745098045,H,non,bac,Île-de-France,non,0.0551948051948052,,,0.37,0.36612021857923494,,0.0
Berg,Theresa,0.8947368421052632,-0.6650011086450773,0.34926470588235303,F,non,bac+2,Île-de-France,oui,0.022918258212375864,célibataire,,0.88,0.9526411657559198,1.0,0.0
Garner,Kelly,0.24561403508771928,1.0626249838233746,0.47549019607843146,F,non,aucun,Normandie,oui,0.35313216195569136,veuf,,0.8,,1.0,0.0
West,Tracy,0.9999999999999999,-0.31743136223130547,0.38602941176470595,F,oui,aucun,Bretagne,oui,0.8523682200152789,divorcé,0.8,0.46,,0.06986652557658546,0.3279779576850074
Buckley,Mark,0.7894736842105262,0.27548173459218495,0.38112745098039214,H,oui,doctorat,Auvergne-Rhône-Alpes,oui,0.16004583651642473,,,0.23,,,0.32552761640179173
Moore,Carl,0.8596491228070174,-0.542329433440218,0.3345588235294118,H,oui,master,Hauts-de-France,oui,0.47880061115355227,,,0.03,,1.0,0.580506117218524
Beasley,Melissa,0.4385964912280701,0.17325533858813458,0.2573529411764707,H,non,bac+2,Corse,oui,0.2631779984721161,divorcé,,0.69,0.12204007285974494,0.12170366273057406,0.0
Duncan,Lawrence,0.4736842105263158,-1.9837216170973277,0.3566176470588235,F,non,bac+2,Hauts-de-France,oui,0.30882352941176466,,0.2,0.85,,,0.0
Harrison,Travis,0.10526315789473684,0.8888401106164872,0.4730392156862745,F,non,master,Île-de-France,oui,0.5353323147440795,célibataire,,0.09,0.30601092896174853,1.0,0.7315214896273635
Clayton,Michael,0.2807017543859649,-0.12320120982360919,0.7389705882352942,H,oui,aucun,Provence-Alpes-Côte d’Azur,non,0.47727272727272724,célibataire,,0.31,,0.17238354055939012,0.0
Munoz,Julia,0.0,-0.29698608303049656,0.4522058823529411,H,oui,master,Hauts-de-France,oui,0.3529411764705882,célibataire,0.4,0.51,0.26958105646630226,0.1830922777229985,0.10888373345032093
Griffith,Zachary,0.03508771929824561,-1.431699078675455,0.34068627450980393,H,non,master,Auvergne-Rhône-Alpes,non,0.30080213903743314,,0.2,0.14,,0.5190110867944494,0.0
Brennan,Christina,0.07017543859649122,0.6843873186083864,0.420343137254902,F,non,doctorat,Occitanie,oui,0.22631779984721162,marié,0.8,0.3,0.6247723132969033,1.0,0.20797549639220075
Wallace,Matthew,0.7719298245614034,-0.961457657056824,0.3308823529411765,F,non,bac,Corse,non,0.4524446142093201,divorcé,,0.28,,0.5190110867944494,0.0
Diaz,Jennifer,0.8245614035087719,0.6537193998071731,0.7401960784313726,H,oui,aucun,Île-de-France,oui,0.8708938120702827,,,0.96,0.2622950819672131,0.17180539188571706,0.5936424718327418
Flores,Mary,0.24561403508771928,0.7252778770100072,0.5330882352941178,F,oui,aucun,Corse,oui,0.1587089381207028,,,0.63,0.726775956284153,,0.0
Alvarez,Mindy,0.5614035087719298,-0.1947596870264462,0.6691176470588236,F,oui,aucun,Île-de-France,non,0.4081359816653934,célibataire,,0.32,,0.5190110867944494,0.0
Ramirez,Alexis,0.8596491228070174,1.3181909738335005,0.6862745098039216,H,non,bac,Île-de-France,oui,0.4830022918258213,divorcé,,0.2,,,0.21496579222976148
Gallegos,Samuel,0.19298245614035092,0.8581721918152738,0.35049019607843135,F,oui,aucun,Occitanie,non,0.18850267379679142,célibataire,0.6000000000000001,0.61,0.4553734061930782,,0.0
Brown,Ryan,0.24561403508771928,-0.36854456023333065,0.5441176470588235,H,oui,aucun,Hauts-de-France,non,0.2817035905271199,divorcé,0.8,0.2,,0.5190110867944494,0.0
Logan,Yolanda,0.9649122807017544,1.1035155422249954,0.3075980392156863,H,oui,aucun,Corse,oui,0.2620320855614973,marié,,0.69,,0.5190110867944494,0.0
Carlson,Vincent,0.6491228070175438,0.5617156434035272,0.38235294117647056,F,non,bac+2,Bretagne,non,0.6797173414820474,,0.2,0.82,,,0.0
Nelson,Jay,0.3157894736842105,1.6759833598476768,0.6482843137254901,F,oui,bac+2,Auvergne-Rhône-Alpes,non,0.0,célibataire,,0.44,,0.10527885332243092,0.0
Ball,Daniel,0.4035087719298246,1.1750740194278295,0.28308823529411764,H,non,aucun,Normandie,non,0.5746753246753247,célibataire,0.0,0.02,0.808743169398907,1.0,0.0
Lynn,Benjamin,0.9473684210526315,0.17325533858813458,0.2892156862745098,H,non,doctorat,Provence-Alpes-Côte d’Azur,oui,0.47803666921313975,,1.0,0.34,,0.10314422452562469,0.6683662058611611
Davis,Stephen,0.15789473684210525,-0.6445558294442684,0.7365196078431373,H,non,master,Provence-Alpes-Côte d’Azur,oui,0.270244461420932,marié,0.6000000000000001,0.64,0.35154826958105645,0.5190110867944494,0.4480390256086621
Franco,Cynthia,0.7543859649122807,-0.6956690274462937,0.4522058823529411,F,oui,doctorat,Normandie,oui,0.5211993888464477,célibataire,,0.87,,,0.7628634970015891
Underwood,Keith,0.4736842105263158,-0.6036652710426477,0.4987745098039217,F,oui,bac+2,Hauts-de-France,non,0.6951871657754011,veuf,0.8,0.94,,1.0,0.00839880303442983
Brown,Brandy,0.8771929824561403,0.8990627502168945,0.4693627450980392,H,non,bac+2,Provence-Alpes-Côte d’Azur,oui,0.7433155080213905,veuf,,0.19,,,0.23930738750915823
Patton,Thomas,0.42105263157894735,0.24481381579097158,0.4730392156862745,F,non,aucun,Occitanie,oui,0.2736822001527884,divorcé,0.4,0.09,,0.5190110867944494,0.0
Taylor,Deanna,0.017543859649122806,0.44926660779907235,0.5379901960784313,H,oui,master,Hauts-de-France,oui,0.3640183346065699,,,0.7,0.384335154826958,0.5190110867944494,0.14810258653400246
Richardson,Amber,0.36842105263157887,-1.0023482154584447,0.5318627450980392,F,non,doctorat,Auvergne-Rhône-Alpes,non,0.26527883880825054,veuf,,0.85,,0.08018662369832374,0.0
Bullock,Lawrence,0.36842105263157887,0.09147422178489602,0.20343137254901955,F,oui,master,Île-de-France,oui,0.19556913674560733,célibataire,1.0,0.09,,1.0,0.5042801237799331
Wheeler,John,0.719298245614035,0.8683948314156783,0.6041666666666667,H,non,aucun,Hauts-de-France,oui,0.29660045836516424,,,0.71,0.9289617486338798,0.12361992256078497,0.0
Adams,Daniel,0.45614035087719296,0.09147422178489602,0.4362745098039216,F,oui,master,Île-de-France,oui,0.2620320855614973,,0.4,0.33,0.03825136612021851,1.0,0.644913226791009
Mercado,Richard,0.7894736842105262,1.9315493498578027,0.5379901960784313,F,oui,doctorat,Bretagne,non,0.37987012987012986,célibataire,,0.66,,,0.3275069565210013
Smith,Rachel,0.7719298245614034,-0.8796765402535826,0.3786764705882354,F,non,bac+2,Provence-Alpes-Côte d’Azur,non,0.2654698242933537,marié,,0.01,0.657559198542805,0.08157956759096703,0.0
Lee,Jerry,0.9824561403508772,1.3386362530343094,0.6102941176470589,H,oui,bac,Auvergne-Rhône-Alpes,oui,0.0,divorcé,1.0,0.2,0.2185792349726775,0.5190110867944494,0.0
Howard,Virginia,0.8596491228070174,-1.125019890663304,0.3161764705882353,H,oui,master,Île-de-France,oui,0.200916730328495,célibataire,,0.23,0.3570127504553734,0.10756162670450445,0.7897107948746942
Horne,Michelle,0.38596491228070173,-0.27654080382968477,0.5894607843137255,H,non,bac+2,Auvergne-Rhône-Alpes,non,0.6961420932009168,divorcé,1.0,0.56,,0.5190110867944494,0.0
Jordan,Linda,0.07017543859649122,-0.06186537222117954,0.7732843137254903,H,non,master,Hauts-de-France,oui,0.3649732620320855,veuf,,0.16,0.19489981785063748,1.0,0.5419603742727276
Jackson,Vincent,0.7368421052631579,0.7048325978091983,0.5441176470588235,H,non,bac,Normandie,non,0.19385026737967914,célibataire,0.8,0.95,0.9672131147540982,1.0,0.0
Fuentes,Dawn,0.42105263157894735,-1.2885821242697841,0.420343137254902,H,oui,doctorat,Île-de-France,oui,0.8720397249809014,,0.4,0.88,,,0.7867267082270155
Melton,Michael,0.9649122807017544,-0.16409176822522992,0.5098039215686274,F,oui,master,Île-de-France,oui,0.430672268907563,célibataire,0.0,0.32,0.912568306010929,0.12220004328900219,0.8359243004274474
Davis,Nicole,0.7368421052631579,-1.8814952210932774,0.536764705882353,F,non,master,Auvergne-Rhône-Alpes,oui,0.0,célibataire,,0.47,,1.0,0.3751789967907808
Dominguez,Kimberly,0.3508771929824561,-1.0125708550588493,0.24877450980392157,H,non,bac,Corse,oui,0.28380443086325435,divorcé,,0.75,0.1129326047358834,0.5190110867944494,0.0
Singleton,Sandra,0.3157894736842105,0.8888401106164872,0.5220588235294118,H,non,bac+2,Provence-Alpes-Côte d’Azur,oui,0.35809778456837277,divorcé,,0.03,0.10200364298724951,,0.15421540903588704
Nelson,Susan,0.5087719298245613,-1.2272462866673544,0.5294117647058825,F,non,bac+2,Hauts-de-France,non,0.19518716577540107,divorcé,0.4,0.94,,,0.0
Horton,Allen,0.8421052631578948,-2.341514003111504,0.5232843137254903,F,oui,bac,Hauts-de-France,oui,0.1294881588999236,célibataire,,0.18,,,0.0
Herring,Christopher,0.9824561403508772,-0.2152049662272551,0.857843137254902,F,oui,aucun,Corse,non,0.0,veuf,,0.95,,0.5190110867944494,0.0
Preston,Katie,0.9649122807017544,-1.2885821242697841,0.5686274509803921,F,non,master,Corse,oui,0.4747899159663866,,,0.8,,1.0,0.0
